Name,Condition,Condition(Numeric),Mg,Al,Zn,Mn,Ce,La,Nd,Pr,Sn,Ca,Zr,Ag,Ho,Y,Gd,Cu,Si,Li,Yb,Th,Sb,Ga,Tb,Dy,Fe,UTS,YS,Ductility
"Magnesium, AS21B, cast, F",AS21Bcast F,,,4,96.45,0.00,0.00,2.35,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.04,0.00,0.00,0.00,0.00,0.00,,231,122,13
"Magnesium, AS41B, cast, F",AS41Bcast F,,,4,94.15,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,231,135,11
"Magnesium, ZM21",ZM21,,,3,97.02,0.00,2.03,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,232.5,142.5,10
"Magnesium, QE22A, cast, T6",QE22Acast T6,,,5,94.64,0.00,0.00,0.00,0.00,0.70,2.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.50,0.50,0.00,0.00,0.00,0.00,0.00,,234.5,165.5,2.5
"Magnesium, AJ62A, cast, F",AJ62Acast F,,,4,90.85,0.00,0.00,6.28,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,144.5,9
"Magnesium, AZ31B",AZ31B,,,3,95.30,0.00,1.00,3.10,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,155,10
"Magnesium, AE44, cast, F",AE44cast  F,,,4,91.55,0.00,0.00,4.15,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,,242.5,135.5,9
"Magnesium, AZ91D, cast, F",AZ91Dcast F,,,4,89.95,0.00,0.68,9.05,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,245.5,155,4.5
"Magnesium, ZC63A, cast",ZC63Acast,,,4,90.79,0.00,6.01,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,251,158,4.5
"Magnesium, WE43A, cast",WE43Acast,,,4,92.95,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,,252.5,190,7
"Magnesium, EQ21A, cast",EQ21Acast,,,4,95.47,0.00,0.00,0.00,0.00,0.70,1.50,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.50,0.60,0.00,0.00,0.00,0.00,0.00,,258.5,195,4
"Magnesium, WE43A, T6",WE43A T6,,,5,92.95,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,,260,195,11
"Magnesium, WE43B, cast, T6",WE43Bcast T6,,,5,92.97,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,,270.5,182,9.5
"Magnesium, AZ91C, cast, T6",AZ91Ccast T6,,,5,90.15,0.00,0.70,8.91,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,145,6
"Magnesium, Elektron 21, T6",Elektron 21 T6,,,5,94.75,0.00,0.35,0.00,0.00,0.70,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00,0.00,,278,161.5,4
"Magnesium, WE54A, cast",WE54Acast,,,4,92.32,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,,280,205,4
"Magnesium, WE54A, T6",WE54A T6,,,5,92.32,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,,285,207.5,4
"Magnesium, AZ80A, T5",AZ80A T5,,,5,90.60,0.00,0.50,8.59,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,292.5,202.5,6.25
"Magnesium, AZ61A",AZ61A,,,3,92.10,0.00,0.95,6.63,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,295,192.5,12
"Magnesium, Elektron ZW3, F",Elektron ZW3 F,,,4,96.15,0.00,3.25,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,317.5,237.5,17.5
"Magnesium, ZK60A-F",ZK60A F,,,4,94.05,0.00,5.50,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,327.5,247.5,5
"Magnesium, ZC71",ZC71,,,4,91.60,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,340,315,5
"Magnesium, ZK60A-T5",ZK60A T5,,,5,94.05,0.00,5.50,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,358,292,5
"Magnesium, EA55RS, T4",EA55RS T4,,,5,85.10,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,,450,403,13.5
Magnesium, Annealed Sheet,,,6,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,178,97.5,9
Magnesium, Extruded,,,1,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,185,87,6.5
Magnesium, Hard-Rolled Sheet,,,5,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,127.5,6
Magnesium, Sand Cast,,,3,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,90,21,4
Magnesium AE42-F, Die Cast F,,,4,93.40,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,234,145,11
Magnesium AM100A-F, Cast F,,,4,90.00,0.00,0.30,10.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,150,83,2
Magnesium AM100A-T4, Cast T4,,,5,90.00,0.00,0.30,10.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,90,10
Magnesium AM100A-T5, Cast T5,,,5,90.00,0.00,0.30,10.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,150,110,2
Magnesium AM100A-T6, Cast T6,,,5,90.00,0.00,0.30,10.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,110,4
Magnesium AM100A-T61, Sand Cast T61,,,3,90.00,0.00,0.30,10.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,150,1
Magnesium AM100A-T7, Cast T7,,,5,90.00,0.00,0.30,10.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,125,1
Magnesium AM20-F, Die Cast F,,,4,97.80,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,214,89.6,20
Magnesium AM50A-F, Die Cast F,,,4,94.80,0.00,0.22,4.90,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,228,124,15
Magnesium AM60A-F, Die Cast F,,,4,94.00,0.00,0.22,6.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.35,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,241,131,13
Magnesium AM60B-F, Die Cast F,,,4,94.00,0.00,0.22,6.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,241,131,13
Magnesium AS21-F, Die Cast F,,,4,96.70,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,221,117,13
Magnesium AS41A-F, Die Cast F,,,4,94.60,0.00,0.12,4.25,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,214,138,10.5
Magnesium AS41B-F, Die Cast F,,,4,94.60,0.00,0.12,4.25,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,214,138,10.5
Magnesium AS41XA-F, Die Cast F,,,4,94.00,0.00,0.12,4.25,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,220,150,4
Magnesium AS41XB-F, Die Cast F,,,4,94.00,0.00,0.12,4.25,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,220,150,4
Magnesium AZ10A Wrought Alloy (UNS M11100),Wrought,,,6,98.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,147.5,10
Magnesium AZ10A-F, Extruded F,,,1,98.00,0.00,0.40,1.25,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,155,10
Magnesium AZ31B, Extruded Hollow Shapes ,,,1,96.00,0.00,1.00,3.00,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,241,165,16
Magnesium AZ31B, Forgings ,,,6,96.00,0.00,1.00,3.00,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,170,15
Magnesium AZ31B T1 Wrought Alloy (UNS M11311), Wrought Alloy T1,,,6,96.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,265.5,185,16.5
Magnesium AZ31B-F, Extruded Solid Shapes F,,,1,96.00,0.00,1.00,3.00,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,200,15
Magnesium AZ31B-H24, Hard Rolled Sheet H24,,,5,96.00,0.00,1.00,3.00,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,290,220,15
Magnesium AZ31B-H26, Hard Rolled Sheet H26,,,5,96.00,0.00,1.00,3.00,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,190,10
Magnesium AZ31B-O, Annealed Sheet O,,,5,96.00,0.00,1.00,3.00,0.04,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,255,150,21
Magnesium AZ31C-F, Extruded Solid Shapes F,,,1,97.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,200,15
Magnesium AZ61A-F, Extruded Hollow Shapes F,,,1,92.00,0.00,0.95,6.50,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,280,165,14
Magnesium AZ61A-F, Extruded Solid Shapes F,,,1,92.00,0.00,0.95,6.50,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,310,230,16
Magnesium AZ61A-F, Forgings F,,,6,92.00,0.00,0.95,6.50,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,295,180,12
Magnesium AZ63 T1 Cast Alloy (UNS M11630),Cast T1,,,3,90.70,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,97,6
Magnesium AZ63A-F, Sand Cast F,,,3,91.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,97,6
Magnesium AZ63A-T4, Sand Cast T4,,,3,91.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,97,12
Magnesium AZ63A-T5, Sand Cast T5,,,3,91.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,105,4
Magnesium AZ63A-T6, Sand Cast T61,,,3,91.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,130,5
Magnesium AZ63A-T7, Sand Cast T7,,,3,91.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,115,6
Magnesium AZ80A T4 Wrought Alloy (UNS M11800),Wrought T4,,,6,91.50,0.00,0.50,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,355,252.5,8.5
Magnesium AZ80A-F, Extruded F,,,1,91.00,0.00,0.50,8.50,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,340,250,7
Magnesium AZ80A-F, Forged F,,,6,91.00,0.00,0.50,8.50,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,230,11
Magnesium AZ80A-T5, Extruded T5,,,1,91.00,0.00,0.50,8.50,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,380,275,7
Magnesium AZ80A-T5, Forged T5,,,6,91.00,0.00,0.50,8.50,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,345,250,11
Magnesium AZ80A-T6, Forged T6,,,6,91.00,0.00,0.50,8.50,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,340,250,5
Magnesium AZ81A-T4, Cast T4,,,5,92.00,0.00,0.70,7.55,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,83,15
Magnesium AZ91A-F, Die Cast F,,,4,90.00,0.00,0.68,9.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,230,150,3
Magnesium AZ91B-F, Die Cast F,,,4,90.00,0.00,0.68,9.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.35,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,230,150,3
Magnesium AZ91C-F, Cast F,,,3,90.00,0.00,0.70,8.70,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,165,97,2.5
Magnesium AZ91C-T4, Cast T4,,,5,90.00,0.00,0.70,8.70,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,90,15
Magnesium AZ91C-T6, Cast T6,,,5,90.00,0.00,0.70,8.70,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,150,6
Magnesium AZ91D-F, Cast F,,,4,90.00,0.00,0.68,9.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.03,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,230,150,3
Magnesium AZ91E-F, Cast F,,,4,89.87,0.00,0.70,8.70,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,165,97,2.5
Magnesium AZ91E-T4, Cast T4,,,5,89.87,0.00,0.70,8.70,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,90,15
Magnesium AZ91E-T6, Cast T6,,,5,89.87,0.00,0.70,8.70,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.02,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,145,6
Magnesium AZ92A-F, Cast F,,,4,89.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,170,97,2
Magnesium AZ92A-T4, Cast T4,,,5,89.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,97,10
Magnesium AZ92A-T5, Cast T5,,,5,89.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,170,115,1
Magnesium AZ92A-T6, Cast T6,,,5,89.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,170,3
Magnesium AZ92A-T7, Cast T7,,,5,89.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.25,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275,145,3
Magnesium EA55B-T6, Cast T6,,,5,85.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,,271,167,8
Magnesium EA55RS-T4, Extruded T4,,,1,85.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,,425,370,14
Magnesium EA65B-T6, Cast T6,,,5,84.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,235,130,7
Magnesium EA65RS-T4, Extruded T4,,,1,84.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,515,460,5
Magnesium Elektron Elektron® 21 Magnesium Casting Alloy,Cast   ,,,3,95.45,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00,0.00,,248,145,2
Magnesium Elektron Elektron® 43 Magnesium Extrusion Alloy," UNS M18434, Extruded",,,1,93.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.97,0.97,0.00,0.00,0.00,0.00,0.00,,303,183,6
Magnesium Elektron Elektron® 43 Magnesium Wrought Alloy,Wrought,,,6,92.90,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.97,0.97,0.00,0.00,0.00,0.00,0.00,,296,179,11
Magnesium EQ-21A-T6, Sand/Permanent Mold Castings T6,,,3,95.70,0.00,0.00,0.00,0.00,0.70,1.50,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,,234,193,2
Magnesium EQ21-T6, Cast T6,,,5,96.00,0.00,0.00,0.00,0.00,0.70,1.50,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,,235,170,2
Magnesium EZ33A-T5, Cast T5,,,5,93.00,0.00,2.55,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,,160,125,2
Magnesium HK31A-H24, Plate H24,,,6,96.00,0.00,0.30,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25,0.00,0.00,0.00,,260,180,15
Magnesium HK31A-O, Plate O,,,6,96.00,0.00,0.30,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25,0.00,0.00,0.00,,200,120,30
Magnesium HK31A-T6, Cast T6,,,5,96.00,0.00,0.30,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25,0.00,0.00,0.00,,220,120,8
